"","player","year","Finish","SGTOT4","SGT2G4","SGBS4","SGSG4","SGOTT4","SGAPP4","SGARG4","SGPx4","OppsGained4","BoBGained4","EaglesGained4","BirdiesGained4","BogeysAvoided4","DoublesAvoided4","DrDist4","FwysGained4","GoodDrivesGained4","DrLeftAvoid4","DrRightAvoid4","GIRsGained4","SandSavesGained4","ScramblingGained4","Prox4","G751004","G1001254","G1251504","G1501754","G1752004","G2004","SGPar34","P301504","P31501754","P31752004","P32002254","P32254","SGPar44","P403504","P43504004","P44004504","P44505004","P45004","SGPar54","P505004","P55005504","P55506004","P56006504","P56504","SGPy4","G05ft4","G510ft4","G1015ft4","G1520ft4","G2025ft4","G25ftPlus4","G3PuttAvoid4","SGTOT8","SGT2G8","SGBS8","SGSG8","SGOTT8","SGAPP8","SGARG8","SGPx8","OppsGained8","BoBGained8","EaglesGained8","BirdiesGained8","BogeysAvoided8","DoublesAvoided8","DrDist8","FwysGained8","GoodDrivesGained8","DrLeftAvoid8","DrRightAvoid8","GIRsGained8","SandSavesGained8","ScramblingGained8","Prox8","G751008","G1001258","G1251508","G1501758","G1752008","G2008","SGPar38","P301508","P31501758","P31752008","P32002258","P32258","SGPar48","P403508","P43504008","P44004508","P44505008","P45008","SGPar58","P505008","P55005508","P55506008","P56006508","P56508","SGPy8","G05ft8","G510ft8","G1015ft8","G1520ft8","G2025ft8","G25ftPlus8","G3PuttAvoid8","SGTOT12","SGT2G12","SGBS12","SGSG12","SGOTT12","SGAPP12","SGARG12","SGPx12","OppsGained12","BoBGained12","EaglesGained12","BirdiesGained12","BogeysAvoided12","DoublesAvoided12","DrDist12","FwysGained12","GoodDrivesGained12","DrLeftAvoid12","DrRightAvoid12","GIRsGained12","SandSavesGained12","ScramblingGained12","Prox12","G7510012","G10012512","G12515012","G15017512","G17520012","G20012","SGPar312","P3015012","P315017512","P317520012","P320022512","P322512","SGPar412","P4035012","P435040012","P440045012","P445050012","P450012","SGPar512","P5050012","P550055012","P555060012","P560065012","P565012","SGPy12","G05ft12","G510ft12","G1015ft12","G1520ft12","G2025ft12","G25ftPlus12","G3PuttAvoid12","SGTOT24","SGT2G24","SGBS24","SGSG24","SGOTT24","SGAPP24","SGARG24","SGPx24","OppsGained24","BoBGained24","EaglesGained24","BirdiesGained24","BogeysAvoided24","DoublesAvoided24","DrDist24","FwysGained24","GoodDrivesGained24","DrLeftAvoid24","DrRightAvoid24","GIRsGained24","SandSavesGained24","ScramblingGained24","Prox24","G7510024","G10012524","G12515024","G15017524","G17520024","G20024","SGPar324","P3015024","P315017524","P317520024","P320022524","P322524","SGPar424","P4035024","P435040024","P440045024","P445050024","P450024","SGPar524","P5050024","P550055024","P555060024","P560065024","P565024","SGPy24","G05ft24","G510ft24","G1015ft24","G1520ft24","G2025ft24","G25ftPlus24","G3PuttAvoid24","SGTOT36","SGT2G36","SGBS36","SGSG36","SGOTT36","SGAPP36","SGARG36","SGPx36","OppsGained36","BoBGained36","EaglesGained36","BirdiesGained36","BogeysAvoided36","DoublesAvoided36","DrDist36","FwysGained36","GoodDrivesGained36","DrLeftAvoid36","DrRightAvoid36","GIRsGained36","SandSavesGained36","ScramblingGained36","Prox36","G7510036","G10012536","G12515036","G15017536","G17520036","G20036","SGPar336","P3015036","P315017536","P317520036","P320022536","P322536","SGPar436","P4035036","P435040036","P440045036","P445050036","P450036","SGPar536","P5050036","P550055036","P555060036","P560065036","P565036","SGPy36","G05ft36","G510ft36","G1015ft36","G1520ft36","G2025ft36","G25ftPlus36","G3PuttAvoid36","SGTOT50","SGT2G50","SGBS50","SGSG50","SGOTT50","SGAPP50","SGARG50","SGPx50","OppsGained50","BoBGained50","EaglesGained50","BirdiesGained50","BogeysAvoided50","DoublesAvoided50","DrDist50","FwysGained50","GoodDrivesGained50","DrLeftAvoid50","DrRightAvoid50","GIRsGained50","SandSavesGained50","ScramblingGained50","Prox50","G7510050","G10012550","G12515050","G15017550","G17520050","G20050","SGPar350","P3015050","P315017550","P317520050","P320022550","P322550","SGPar450","P4035050","P435040050","P440045050","P445050050","P450050","SGPar550","P5050050","P550055050","P555060050","P560065050","P565050","SGPy50","G05ft50","G510ft50","G1015ft50","G1520ft50","G2025ft50","G25ftPlus50","G3PuttAvoid50","SGTOT75","SGT2G75","SGBS75","SGSG75","SGOTT75","SGAPP75","SGARG75","SGPx75","OppsGained75","BoBGained75","EaglesGained75","BirdiesGained75","BogeysAvoided75","DoublesAvoided75","DrDist75","FwysGained75","GoodDrivesGained75","DrLeftAvoid75","DrRightAvoid75","GIRsGained75","SandSavesGained75","ScramblingGained75","Prox75","G7510075","G10012575","G12515075","G15017575","G17520075","G20075","SGPar375","P3015075","P315017575","P317520075","P320022575","P322575","SGPar475","P4035075","P435040075","P440045075","P445050075","P450075","SGPar575","P5050075","P550055075","P555060075","P560065075","P565075","SGPy75","G05ft75","G510ft75","G1015ft75","G1520ft75","G2025ft75","G25ftPlus75","G3PuttAvoid75","SGTOT100","SGT2G100","SGBS100","SGSG100","SGOTT100","SGAPP100","SGARG100","SGPx100","OppsGained100","BoBGained100","EaglesGained100","BirdiesGained100","BogeysAvoided100","DoublesAvoided100","DrDist100","FwysGained100","GoodDrivesGained100","DrLeftAvoid100","DrRightAvoid100","GIRsGained100","SandSavesGained100","ScramblingGained100","Prox100","G75100100","G100125100","G125150100","G150175100","G175200100","G200100","SGPar3100","P30150100","P3150175100","P3175200100","P3200225100","P3225100","SGPar4100","P40350100","P4350400100","P4400450100","P4450500100","P4500100","SGPar5100","P50500100","P5500550100","P5550600100","P5600650100","P5650100","SGPy100","G05ft100","G510ft100","G1015ft100","G1520ft100","G2025ft100","G25ftPlus100","G3PuttAvoid100","SGTOT10000","SGT2G10000","SGBS10000","SGSG10000","SGOTT10000","SGAPP10000","SGARG10000","SGPx10000","OppsGained10000","BoBGained10000","EaglesGained10000","BirdiesGained10000","BogeysAvoided10000","DoublesAvoided10000","DrDist10000","FwysGained10000","GoodDrivesGained10000","DrLeftAvoid10000","DrRightAvoid10000","GIRsGained10000","SandSavesGained10000","ScramblingGained10000","Prox10000","G7510010000","G10012510000","G12515010000","G15017510000","G17520010000","G20010000","SGPar310000","P3015010000","P315017510000","P317520010000","P320022510000","P322510000","SGPar410000","P4035010000","P435040010000","P440045010000","P445050010000","P450010000","SGPar510000","P5050010000","P550055010000","P555060010000","P560065010000","P565010000","SGPy10000","G05ft10000","G510ft10000","G1015ft10000","G1520ft10000","G2025ft10000","G25ftPlus10000","G3PuttAvoid10000"
"1","Aaron Baddeley",2014,79,-2.4,-3.1,-2.8,0.4,-0.4,-2.4,-0.4,0.8,-0.7,-0.8,0,-0.7,0.5,-0.7,-4.6,-0.5,-1.6,0.6,0.2,-2.4,0.3,0.5,-53.9,"14","6.6",-12.3,11.3,-9.4,-16.8,-0.4,-0.06,-1.1,0.02,-0.17,-0.86,0,0,0.03,-0.16,0.08,0,-0.2,0,-0.35,-0.24,0.44,0,0.8,-0.28,0.58,-0.09,0.33,-0.26,0.34,-0.01,-0.8,-1.2,-1.5,0.8,-0.2,-1.4,0.4,0.4,-0.9,-0.8,0,-0.8,0.9,-0.3,-2.7,-0.6,-0.9,-0.2,0.2,-1.1,0.4,0.8,-18.2,"-5.4","8.4",-3.3,6,-7.8,0,-0.2,-0.06,-1.1,0.29,-0.11,-0.46,0,0.07,0.06,-0.08,0.13,0,-0.2,0.45,-0.35,-0.17,-0.03,0,0.4,-0.33,0.41,0.2,0,-0.22,0.03,0.16,-0.4,-0.6,-0.8,0.4,-0.4,-0.4,0.2,0.2,-0.2,-0.5,-0.1,-0.5,0.6,-0.1,3.1,-0.8,-1.2,-0.3,0.2,-0.8,0.2,0.7,-15.4,-5.4,9.1,7.1,2.1,-8.5,2.3,-0.1,-0.06,-1.1,0.07,-0.03,-0.45,0.1,0.07,0.02,0.01,0.13,0,-0.1,0.38,-0.09,-0.16,-0.05,0,0.2,-0.25,0,0.23,0.19,-0.11,-0.04,0.1,0.1,-0.8,-0.9,1,-0.3,-0.6,0.1,0.9,-0.7,0,0,0,0.5,-0.2,3.8,-1.1,-1.2,0.1,-0.7,-0.9,0,0.5,-54,-14,7.8,3.9,2.3,-5.1,-13.3,0,0.18,-0.09,0.02,-0.04,-0.14,0,-0.02,-0.01,-0.02,0.04,0,0,0.34,0.15,-0.03,0.06,0,0.9,-0.08,0.3,0.22,0.28,-0.15,0.17,0.27,0.3,-0.8,-0.7,0.7,-0.4,-0.4,0,0.7,-0.5,0,-0.1,0,0.5,-0.1,6.1,-1.4,-1,0,-0.4,-0.8,0.2,0.5,-58.7,-13.2,-3,1.6,0,-4.5,-10.4,0,0.04,-0.08,0.05,0.04,-0.04,0,-0.02,-0.02,-0.05,0.05,-0.57,0.1,0.34,0.16,0,0.12,0,0.7,0.04,0.25,0.05,0.24,-0.08,0.06,0.32,0.2,-1,-1,0.6,-0.5,-0.5,0,0.6,-0.5,0,0,0,0.3,-0.1,7.1,-1.4,-1.2,-0.3,-0.3,-0.9,0.1,0.4,-57,-8.7,-1.4,-0.4,-9.9,0.2,-9.2,0,-0.03,-0.06,0.02,0.04,-0.13,0,-0.07,-0.02,-0.02,0.02,0.28,0.1,0.34,0.21,-0.02,-0.01,0,0.6,0.04,0.22,0.09,0.19,-0.05,0.04,0.23,-0.3,-1.1,-1.2,0.8,-0.5,-0.7,0.1,0.6,-0.7,-0.1,0,-0.1,-0.1,-0.1,3.7,-1.7,-1.5,-0.4,-0.4,-1.1,0.1,0.2,-70.4,-4.8,-0.7,-2.1,-10.3,-2.4,-17.4,0,-0.05,-0.11,0.03,0,-0.11,-0.1,-0.04,-0.08,-0.05,-0.05,0.03,0.1,0.06,0.17,0.03,0.09,0,0.6,0.04,0.17,0.1,0.14,-0.02,0.04,0.17,-0.1,-0.9,-1.1,0.9,-0.5,-0.7,0.3,0.6,-0.7,0,0,0,0,-0.1,3.5,-1.5,-1.4,-0.3,-0.5,-1,0.1,0.2,-68.2,-3.5,-0.8,-3.6,-11.2,-0.7,-21.6,0,-0.06,-0.1,0.03,-0.01,-0.12,0,-0.02,-0.06,-0.02,-0.03,-0.04,0.1,0.09,0.17,0.03,0.16,0,0.6,0.07,0.15,0.09,0.1,-0.01,0.06,0.16,0.4,-0.3,-0.6,1,-0.2,-0.4,0.3,0.7,-0.4,0.3,0,0.3,0.1,0,3.6,-1,-0.8,-0.1,-0.6,-0.6,0.1,0.2,-40.9,-2.3,-2.2,0.1,-5.4,-3,-7.3,0,-0.05,-0.02,0.03,0.06,-0.02,0,0.06,-0.01,0.04,-0.02,0,0.1,0.11,0.09,0.05,0.07,0.21,0.7,0.07,0.23,0.12,0.06,0.04,0.05,0.17
"2","Andrew Loupe",2014,48,-0.1,-0.4,0.1,-0.3,0.2,-0.1,-0.6,0.3,0,0.5,0,0.5,0,-0.4,23.4,-1.2,-1.1,0.1,0.5,-0.1,0,-0.2,-138.2,"-15.7","-6.3",12.9,-1.5,4.3,-3.7,0.2,-0.06,-0.1,0.69,0.16,1.14,-0.1,0,-0.33,-0.16,0.25,0,-0.1,0,-0.85,0.01,-0.06,0,0.3,-0.25,-0.13,0.01,0.01,0.32,0.04,-0.01,2,0.4,0.5,0.8,0.2,0.2,-0.1,0.9,0.4,1.6,0.1,1.5,0.5,-0.2,21.7,-1.3,-0.2,0.1,0.4,0.5,0.2,0,-36.5,"-2.8","0.7",5.2,-10.3,14.2,3,0.2,-0.06,-0.1,0.45,0.1,0.11,0.1,-0.17,-0.11,0.13,0.28,0,0.1,0,0.05,0.02,0.15,0,0.9,0.08,0.23,0.35,-0.04,0.2,-0.05,-0.09,1.3,0,-0.2,0.6,0,-0.2,0.2,0.5,0.2,1,0,1,0.3,-0.1,22.3,-1.3,-0.3,0.2,-0.7,0.3,0.2,0.2,-53.3,-1.2,-6.6,4.5,-12.1,3.2,-4,0.1,-0.03,-0.07,0.26,0.02,0.08,0.1,-0.13,-0.14,0.13,0.21,0,0,0,0.15,-0.05,0.05,0,0.5,-0.09,-0.04,0.38,0.03,0.18,0,-0.15,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,18.1,-1.5,-0.5,0.1,-0.6,-0.2,0.1,0,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.11,0.21,-0.01,0.02,0,-0.07,-0.16,0.02,0.1,-0.33,0,-0.75,-0.06,0,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,17.6,-1.5,-0.6,0.1,-0.6,-0.2,0.1,-0.1,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.1,0.21,0.03,0.03,0,-0.07,-0.16,-0.01,0.09,-0.33,0,-0.75,-0.05,0.02,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,17.6,-1.5,-0.6,0.1,-0.6,-0.2,0.1,-0.1,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.1,0.21,0.03,0.03,0,-0.07,-0.16,-0.01,0.09,-0.33,0,-0.75,-0.05,0.02,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,17.6,-1.5,-0.6,0.1,-0.6,-0.2,0.1,-0.1,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.1,0.21,0.03,0.03,0,-0.07,-0.16,-0.01,0.09,-0.33,0,-0.75,-0.05,0.02,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,17.6,-1.5,-0.6,0.1,-0.6,-0.2,0.1,-0.1,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.1,0.21,0.03,0.03,0,-0.07,-0.16,-0.01,0.09,-0.33,0,-0.75,-0.05,0.02,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2,0,-0.4,-0.3,0.3,0,-0.4,-0.1,0.3,0,0.3,0,0.3,-0.4,0,17.6,-1.5,-0.6,0.1,-0.6,-0.2,0.1,-0.1,-47.2,0,-2.6,1.2,-10.3,1.2,0.5,0,-0.2,-0.1,0.21,0.03,0.03,0,-0.07,-0.16,-0.01,0.09,-0.33,0,-0.75,-0.05,0.02,0.1,0,0.3,0.01,-0.16,0.38,-0.01,0.18,-0.06,-0.2
"3","Ben Crane",2014,89,0.4,-0.5,-1.1,1.4,-0.7,-0.4,0.6,0.8,-0.8,0,0,0,-0.6,0.4,-12.9,0.5,-1,-0.1,0.8,-0.5,0,0.2,-33.2,"4.5999999999999996","8.9",-10.3,-16.7,23.7,4.6,-0.1,-0.06,0.08,-0.06,-0.25,-0.4,0.1,-0.43,0.04,0.29,0.12,0,0,0,-0.35,0.13,-0.36,0,0.8,-0.14,0.32,-0.47,0.23,0.02,0.64,-0.04,-0.1,-0.1,-0.4,0.3,-0.4,0,0.3,0,-0.3,-0.2,0,-0.1,-0.3,0.1,-11.3,0.4,-0.6,-0.3,0.5,-0.5,-0.1,-0.1,-24.6,"2.2999999999999998","-2.8",-4.1,-4.8,12.2,-6.9,-0.1,-0.06,0.08,0,-0.21,-0.21,0,-0.3,0.16,0.16,-0.12,0,0,0,-0.35,0,0.01,0,0,0,-0.01,-0.38,-0.07,0.16,0.27,0.15,-0.4,-0.5,-0.3,-0.1,-0.3,0,-0.2,0.1,-0.1,-0.4,0,-0.3,-0.3,0.1,-12.3,0.4,-0.4,-0.1,0.1,-0.5,-0.2,-0.2,-23.7,3.6,-9.1,0.6,1.5,8.1,-20,-0.2,-0.06,-0.12,-0.02,-0.32,-0.35,0,-0.29,0.02,0.15,0.01,-0.38,-0.1,0,-0.34,-0.01,-0.01,0,0.1,0.08,0.13,-0.34,0.04,0.06,0.18,0.27,-0.2,-0.5,-0.5,0.3,-0.3,-0.2,0,0.3,-0.4,-0.4,0,-0.4,-0.1,0,-14.1,0.7,-0.1,-0.1,0.4,-0.5,-0.1,0,-11.7,-2.4,-7,-3.8,5.1,4.2,-14.8,-0.1,-0.05,0,0.04,-0.17,-0.29,0,0.05,0.01,0.12,-0.09,-0.26,-0.1,-0.21,-0.07,-0.09,0.04,0,0.3,0.01,0.07,-0.07,0.1,0.08,0.05,0.21,0,-0.5,-0.4,0,-0.3,-0.1,-0.1,0.1,-0.5,-0.2,0,-0.1,0,0,-13.9,1,0.2,0.1,0.3,-0.2,0,0.1,2.6,-0.4,-1.2,-1,1.5,7.7,-6.2,0,0.26,0.11,-0.01,-0.09,-0.2,0,-0.04,0.03,0.12,-0.05,-0.52,-0.1,-0.41,-0.09,-0.17,0.12,0,0.1,-0.03,0,0.04,0.05,0.05,-0.01,0.13,-0.4,-0.4,-0.3,-0.2,-0.1,-0.2,-0.1,-0.1,-0.6,-0.2,0,-0.2,-0.1,-0.1,-13,0.9,0.1,0.1,0.3,-0.4,0.1,0.1,-8.9,-0.5,-0.9,-1.7,2.1,1.8,-13.3,-0.1,0.27,0.04,-0.06,-0.11,-0.18,0,0.04,0,0.06,-0.05,-0.13,-0.1,-0.21,-0.12,-0.12,-0.01,0,-0.1,-0.03,-0.16,0.07,0.05,0.06,-0.04,-0.11,0.1,-0.1,0,-0.1,-0.1,0.2,-0.1,0,-0.2,-0.2,0,-0.2,0.1,0,-11.1,0.5,0.2,-0.1,0.1,-0.2,0.1,0.3,-3,0.6,1,1.2,3.2,-1.3,-8.3,0,0.27,0.05,-0.03,-0.05,-0.17,0,0.03,0.04,0.08,-0.03,-0.05,-0.1,-0.06,-0.07,-0.11,0.05,0,0,0.01,0.02,0.02,0.03,0.02,-0.02,0,0,-0.1,-0.1,0.1,-0.1,0.1,0,0.1,-0.2,-0.2,0,-0.2,0.1,0,-10.4,0.4,0.2,-0.1,0.1,-0.2,0.1,0.2,-7.3,0,-0.6,-1.1,1.4,-0.8,-9.9,0,0.28,0.04,0,-0.03,-0.13,0,0.05,0.05,0.02,-0.03,0,-0.1,-0.11,-0.06,-0.06,0.03,0,0.1,-0.01,0.02,0.06,0.02,0.05,0.01,0.04,0.5,0.1,0,0.4,0,0,0,0.4,-0.1,0.2,0,0.2,0.2,0,-3.7,0.3,0.2,0.1,0,0,0.1,0.2,-0.6,-0.1,0.3,0.4,-2.4,-0.9,-4.5,0,0.18,0.03,0.02,0.02,0,0,0.02,0.02,0.05,0.03,-0.05,0,-0.06,0.05,0,0.06,-0.05,0.4,0.09,0.09,0.11,0.06,0.04,0.09,0.06
"4","Ben Curtis",2014,128,2.1,1.8,1.5,0.6,0.3,1.2,0.2,0.3,0.9,0.5,0,0.5,0.6,0.4,-12.4,0.2,1,-0.4,-0.2,2.3,0.6,0.7,126.6,"2.8","5",0.6,-7.8,8.1,7.7,0,-0.06,0.08,-0.56,0.08,0.1,0.2,0.07,0.13,0.54,0.05,0,0,0,0.15,-0.05,-0.02,0,0.3,0.35,0.43,0.39,-0.18,-0.31,-0.05,-0.54,1.2,0.3,0.4,0.8,-0.1,0.4,0,0.9,0.2,0.3,0,0.3,0.5,0.1,-8.6,0.2,0.3,-0.3,-0.3,0.7,0.1,0.5,1.5,"6.2","6.2",-6.6,-12.6,24.3,-3.4,0.1,-0.06,0.53,0.06,0.05,-0.12,0.1,0.22,-0.05,0.24,-0.02,0,-0.1,0,0.15,-0.04,-0.17,0,0.9,0.41,0.49,0.16,-0.11,-0.08,0.25,-0.01,0.9,0,0.1,0.8,-0.1,0.2,-0.1,0.9,0.4,0.4,0,0.5,0.4,0,-8.6,0.4,0.4,-0.3,0,0.6,0,0.2,6.5,5.9,10.9,-10.3,-23.4,14.6,-8.2,0.1,-0.06,0.53,-0.01,0.02,-0.18,0.1,0.22,-0.08,0.09,0.07,0,0,0,0.4,-0.02,0.08,0,0.9,0.41,0.36,0.18,0.04,-0.05,0.1,0.04,-0.8,-1.2,-0.9,0.1,-0.5,-0.4,-0.3,0.4,0,0,-0.1,0,-0.3,-0.3,-10.4,0.1,-0.1,-0.2,0,-0.1,0,-0.4,-17.5,6.6,4.4,-3.4,-18.2,1.7,-10.8,-0.1,-0.01,0.07,-0.15,-0.1,-0.23,0,0.1,-0.13,0.02,-0.06,-0.65,0,0.29,0.01,-0.08,0.13,0,0.4,0.26,0.13,0.05,-0.03,0.04,0.02,0.07,-0.7,-1.1,-0.9,0.4,-0.5,-0.4,-0.2,0.5,-0.2,0,0,0.1,-0.2,-0.3,-9.2,0.1,-0.1,-0.1,0.1,-0.3,0,-0.3,-22.4,5.5,-0.3,-3.4,-16.8,1.7,-14.1,0,-0.26,0.05,-0.08,0.03,-0.26,0,0.13,-0.1,0,-0.07,-0.65,0,0.29,-0.04,-0.02,0.13,0,0.5,0.2,0.18,0.07,0.05,0.03,0.01,0.08,-0.6,-0.9,-0.8,0.3,-0.5,-0.2,-0.2,0.5,-0.2,0,0,0,-0.2,-0.2,-7.5,0.2,-0.1,0,0.1,-0.2,-0.1,-0.4,-21.4,2.5,2.1,-2.3,-13.6,-1.1,-11.1,0,-0.25,0.07,-0.16,0.06,-0.04,0,0.07,-0.05,0.01,-0.09,-0.09,0,0.29,-0.02,-0.06,0.11,0,0.5,0.2,0.09,0.09,0.08,0.01,-0.02,0.01,-0.6,-0.8,-0.8,0.5,-0.6,-0.2,0,0.4,-0.3,-0.1,0,-0.1,-0.2,-0.1,-8,0.1,-0.2,0,-0.1,-0.1,0,-0.2,-19.1,1.4,1.3,-0.1,-13,-4.4,-3.2,-0.1,-0.42,-0.07,-0.13,0.04,0.01,0,0.1,-0.02,0.02,-0.04,-0.12,-0.1,-1,-0.02,-0.07,-0.01,0,0.4,0.17,0.01,0.1,0.05,0.03,0.02,0.02,-0.5,-0.6,-0.6,0.4,-0.5,-0.1,0.1,0.3,-0.2,-0.1,0,-0.1,-0.1,-0.1,-9.2,0.1,-0.3,-0.1,0.1,-0.2,0,-0.1,-13.2,1.7,0.8,1.2,-8,-2.5,-1.5,0,-0.37,-0.03,-0.11,0.07,0,0,-0.02,0,0.02,-0.03,-0.07,-0.1,-0.37,-0.04,-0.09,0,0,0.3,0.15,-0.04,0.08,0.05,0.01,-0.02,0.05,-0.1,-0.3,-0.3,0.3,-0.2,-0.2,0,0.3,-0.4,-0.3,0,-0.2,0.1,0,-9.1,0.6,0.1,0.1,0.2,0,0,0,-4.5,1.1,1.6,-1.8,-1.9,-2.7,-5.1,0,0,0.03,-0.05,-0.01,-0.04,0,0,0.03,0.02,0,-0.09,0,-0.08,-0.01,-0.05,-0.04,-0.18,0.3,0.07,0.04,-0.02,0,0.01,0.03,0.08
"5","Ben Martin",2014,3,-1.6,-2.6,-2.1,0.5,0.2,-2.3,-0.6,1.1,-0.4,-0.9,0,-0.8,-1.1,0.1,0.3,0.4,-1.8,0.5,0,-2.1,-0.2,-0.4,-67.6,"-3.7","-1.1000000000000001",-6.4,-23,-0.5,-19.3,-0.3,-0.06,-0.8,-0.08,-0.35,-0.82,-0.1,0.07,-0.14,-0.29,0.23,0,0,0,-0.35,-0.01,0.23,0,1.1,0.48,0.24,0.38,-0.27,0.18,-0.04,0.5,-1.6,-2,-1.3,-0.3,0.1,-1.4,-0.7,0.4,-0.1,-0.4,-0.1,-0.4,-0.8,-0.3,-2.1,1.2,-0.6,1,0.4,-1.3,-0.3,-1,-13.3,"-3.7","6",-0.9,-23,-1.7,-5.8,-0.1,-0.06,-0.8,0.01,-0.17,-0.29,-0.1,0.07,-0.19,-0.25,0.14,0,0,0.32,-0.33,-0.13,0.46,0,0.4,0.57,-0.09,-0.03,-0.35,0.09,0.02,0.48,-0.1,-1.3,-1,0.2,0.1,-1.1,-0.4,0.6,-0.6,0.1,0,0.1,-0.2,-0.1,1,0.9,-0.1,1,-0.2,-0.5,-0.3,-0.5,-14,-7.2,7.3,-3.4,-13.2,-1.8,-1.3,0,-0.06,-0.8,0.01,0,-0.12,0,0.07,-0.12,-0.08,0.14,0,0,0.32,-0.14,-0.13,0.4,0,0.6,0.47,0.18,0.1,-0.17,0.01,-0.06,0.46,-0.1,-0.8,-0.7,0.2,0.2,-0.9,-0.2,0.4,-0.5,-0.1,0,-0.1,0,0,3.1,0.4,0.1,0.6,0.1,-0.1,-0.1,-0.3,-22.2,-0.4,6.7,-6.1,-2.5,-2.6,-2.9,0,0.08,-0.1,0.01,-0.01,-0.05,0,-0.01,-0.11,-0.01,0.07,-0.06,0,0.28,-0.05,-0.18,0.36,0,0.4,0.24,0.37,0.01,0.02,-0.03,-0.18,0.24,0,-0.7,-0.5,0.4,0.2,-0.7,-0.2,0.6,-0.4,-0.2,0.1,-0.3,0,0,3.9,0.3,0.1,0.5,0.1,0,0,-0.2,-19.6,2.2,2.6,-7,-5.4,2.2,-11.1,0,-0.06,-0.04,0.03,0.01,-0.08,0,-0.12,-0.08,0.02,0.02,0.23,0,0.3,-0.05,-0.1,0.35,0,0.6,0.27,0.34,0.07,-0.05,-0.01,-0.05,0.21,0,-0.8,-0.4,0.1,0.1,-0.4,-0.4,0.5,-0.3,-0.2,0,-0.2,0,0,1.8,0.4,0.1,0.5,-0.1,0,-0.1,-0.1,-17.1,1.8,2.9,-7.4,-2.6,3.9,-3.5,0,0.04,-0.09,0.01,-0.07,-0.08,0,-0.08,0.01,0.02,0.02,0.26,0,0.08,-0.08,-0.04,0.2,0,0.5,0.24,0.28,0.04,-0.05,0.01,-0.08,0.17,-0.2,-0.8,-0.4,0.1,0.1,-0.4,-0.4,0.5,-0.3,0,0,0,-0.3,0,0.9,0.1,0,0.5,-0.1,0,-0.1,-0.2,-17.1,1.8,2.9,-7.4,-2.6,3.9,-3.5,0,0.01,-0.07,0.09,0,-0.04,0,-0.12,0.02,-0.03,-0.05,0.03,0,-0.14,0,-0.01,0.18,0,0.5,0.24,0.28,0.04,-0.05,0.01,-0.08,0.17,-0.2,-0.8,-0.4,0.1,0.1,-0.4,-0.4,0.5,-0.3,0,0,0,-0.3,0,0.9,0.1,0,0.5,-0.1,0,-0.1,-0.2,-17.1,1.8,2.9,-7.4,-2.6,3.9,-3.5,0,0.01,-0.07,0.09,0,-0.04,0,-0.12,0.02,-0.03,-0.05,0.03,0,-0.14,0,-0.01,0.18,0,0.5,0.24,0.28,0.04,-0.05,0.01,-0.08,0.17,-0.2,-0.8,-0.4,0.1,0.1,-0.4,-0.4,0.5,-0.3,0,0,0,-0.3,0,0.9,0.1,0,0.5,-0.1,0,-0.1,-0.2,-17.1,1.8,2.9,-7.4,-2.6,3.9,-3.5,0,0.01,-0.07,0.09,0,-0.04,0,-0.12,0.02,-0.03,-0.05,0.03,0,-0.14,0,-0.01,0.18,0,0.5,0.24,0.28,0.04,-0.05,0.01,-0.08,0.17
